Index,Holder,Week,Age,Customer Age,Active Sum,Average Long GIC Rate,Average Long GIC Rank,Average Short GIC Rate,Average Short GIC Rank,SAV,SAV Rank,Average CSH Rate,Average CSH Rank,Average Contract,Average Interest,Average Term,Balance,Average Balance,Balance Volatility,Time to Balance,Average Number of Transactions,Average Transaction Average,Average Time to Transaction,GIC Purchase,GIC Renewal
133,50798,0,43465,43465,10,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,1382.48,2.92,365.75,0,0,0,0,1,1382.48,365.75,FALSE,FALSE
134,50800,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,53946.59,2.33,367,0,0,0,0,1,53946.59,367,FALSE,FALSE
135,50801,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5203.64,3.33,1689.88,0,0,0,0,1,5203.64,1689.88,FALSE,FALSE
136,50842,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,1875.63,2.92,365.5,0,0,0,0,1,1875.63,365.5,FALSE,FALSE
137,50872,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,62610.24,2.95,548,0,0,0,0,1.5,62610.24,548,FALSE,FALSE
138,50981,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,47225.01,3.39,1826.71,0,0,0,0,1.29,17217.26,1053.57,FALSE,FALSE
139,51063,0,43465,43465,31,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,50058.02,2.27,61.79,85265.48,-1874.92,91.15,21.24,1.79,50058.02,61.79,FALSE,FALSE
140,51237,0,43465,43465,18,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10340.5,2.73,494.82,0,0,0,0,1,10340.5,494.82,FALSE,FALSE
141,51324,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,50068.65,2.8,366,0,0,0,0,1,0,0,FALSE,FALSE
142,51361,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,30333.33,2.78,365.5,0,0,0,0,1,0,0,FALSE,FALSE
143,51535,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,17055.15,2.94,585,0.39,943.76,40.21,25.69,1,0,0,FALSE,FALSE
144,51715,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,46000,2.8,640.5,0,0,0,0,1,10000,274,FALSE,FALSE
145,51722,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,15000,2.75,457.5,0,0,0,0,1,0,0,FALSE,FALSE
146,51723,0,43465,43465,1,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,754.72,100.45,65,0,0,0,FALSE,FALSE
147,52174,0,43465,43465,1,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,2000,3.1,367,0,0,0,0,1,2000,367,FALSE,FALSE
148,52175,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5907.47,2.67,365,0,0,0,0,1,5907.47,365,FALSE,FALSE
149,52196,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,23896.65,2.87,1237.5,0,0,0,0,1.17,17579.16,933.17,FALSE,FALSE
150,52416,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,13483.16,2.88,548.5,0,0,0,0,1,13483.16,548.5,FALSE,FALSE
151,52522,0,43465,43465,13,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,16078.78,3,1046.36,0,0,0,0,1.09,7859.12,996.45,FALSE,FALSE
152,52703,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,34949.91,3.03,1401,0,0,0,0,1,1616.58,792.33,FALSE,FALSE
153,52839,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,19436.2,2.57,1096.33,0,0,0,0,1,0,0,FALSE,FALSE
154,52866,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,100534.5,2.83,366.5,0,0,0,0,1,0,0,FALSE,FALSE
155,52914,0,23398,2742,5,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,73000,2.92,594.75,50,14512.31,142.59,13.62,1,5000,137,FALSE,FALSE
156,52977,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,65105.16,2.67,366,0,0,0,0,1,0,0,FALSE,FALSE
157,52999,0,43465,43465,17,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,9500,2.91,1409.43,0.08,494.78,35.88,17.58,1.14,0,0,FALSE,FALSE
158,53131,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.83,1338.67,0,0,0,0,1,0,0,FALSE,FALSE
159,53232,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,20000,3,1826,0,0,0,0,1,0,0,FALSE,FALSE
160,53383,0,43465,43465,9,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,77203.77,2.21,121.12,0,0,0,0,1.5,77203.77,121.12,FALSE,FALSE
161,53394,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,17364.12,2.83,304,0,0,0,0,1,9290.37,60.33,FALSE,FALSE
162,53590,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,38473.08,2.8,366.17,0,0,0,0,1.17,13763.82,122.17,FALSE,FALSE
163,53860,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,11254.65,3.2,1827,10.14,480.76,32.93,22.27,1,11254.65,1827,FALSE,FALSE
164,54041,0,43465,43465,10,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,26481.83,2.22,121.8,0,0,0,0,1.6,21147.1,48.4,FALSE,FALSE
165,54173,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,6402.06,2.65,548,0,0,0,0,1,0,0,FALSE,FALSE
166,54174,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,110022,2.62,731.5,0,0,0,0,1,0,0,FALSE,FALSE
167,54321,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,21995.42,2.65,320,0,0,0,0,1.5,11242.75,45.5,FALSE,FALSE
168,54333,0,29332,2742,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,8703.73,2.62,732.5,0,0,0,0,1,8703.73,732.5,FALSE,FALSE
169,54493,0,,2742,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,96101.44,2.65,455.5,0,0,0,0,1,0,0,FALSE,FALSE
170,54619,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,97500,2.52,821.5,0,0,0,0,1,0,0,FALSE,FALSE
171,54695,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,25777.12,2.88,1461,0,0,0,0,1,0,0,FALSE,FALSE
172,54722,0,43465,43465,5,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,4416.13,2.7,731.33,0,0,0,0,1.33,4416.13,731.33,FALSE,FALSE
173,54746,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,15000,3.09,1826.8,690,1396.63,49.55,8.85,1,6000,730.6,FALSE,FALSE
174,54809,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,11319.76,2.95,1351.2,49.33,-1167,41.22,25.62,1,3180,365.4,FALSE,FALSE
175,54892,0,43465,43465,15,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10878.21,2.75,470.43,0,0,0,0,1,735.35,78.43,FALSE,FALSE
176,55067,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.9,1096,0,0,0,0,1,0,0,FALSE,FALSE
177,55193,0,43465,43465,13,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,2481.56,3.05,1826.64,0,0,0,0,1.18,640.24,498.27,FALSE,FALSE
178,55325,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,4819.72,2.78,732,0,0,0,0,1,4819.72,732,FALSE,FALSE
179,55328,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,27795.78,2.8,1096,0,0,0,0,1,27795.78,1096,FALSE,FALSE
180,55364,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,41666.67,2.82,365.67,0,0,0,0,1,0,0,FALSE,FALSE
181,55407,0,31546,2742,18,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,45945.95,2.72,468.67,10000,1914.95,55.3,19.28,1.07,15563.9,164.33,FALSE,FALSE
182,55469,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,49499.12,2.72,365.5,0,0,0,0,7,49499.12,365.5,FALSE,FALSE
183,55973,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,17588.57,2.51,731,0,0,0,0,1.25,17588.57,731,FALSE,FALSE
184,55975,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,1914.71,2.72,367.5,0,0,0,0,1,1914.71,367.5,FALSE,FALSE
185,56024,0,43465,43465,1,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,80000,3,1827,0,0,0,0,1,0,0,FALSE,FALSE
186,56081,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,26845.26,2.77,366.12,0,0,0,0,1,0,0,FALSE,FALSE
187,56183,0,43465,43465,9,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,9019.79,2.8,731.38,59.27,665.81,29.08,27.83,1,1204.93,183,FALSE,FALSE
188,56484,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,67579.03,2.8,366,0,0,0,0,1,0,0,FALSE,FALSE
189,56625,0,43465,43465,1,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,85000,2.8,367,0,0,0,0,1,0,0,FALSE,FALSE
190,56630,0,26349,2742,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,85500,3.15,1827,3000,1700.56,38.27,28.17,1,0,0,FALSE,FALSE
191,57085,0,24333,2742,10,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,15507.08,2.81,1027.88,138,-4168.24,78.61,23.86,1,4903.93,456.75,FALSE,FALSE
192,57272,0,23396,2742,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,25000,2.75,365,97.57,1115.69,49.11,13.09,1,0,0,FALSE,FALSE
193,57277,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,44571.43,2.79,627.57,0,0,0,0,1.14,0,0,FALSE,FALSE
194,57358,0,30184,2742,28,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,2605.24,3.06,1826.56,1000,358.53,21.23,10.67,1,506.28,365.32,FALSE,FALSE
195,57470,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,61000,2.97,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
196,57643,0,43465,43465,5,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,25656.91,2.97,822.75,0,0,0,0,1,21656.91,548.75,FALSE,FALSE
197,57647,0,43465,43465,5,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5333.33,3.27,1827,0,0,0,0,1,2000,609,FALSE,FALSE
198,57711,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,33534.55,3.4,1827,0,0,0,0,1,33534.55,1827,FALSE,FALSE
199,57757,0,27482,2742,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,16845.44,2.75,547.5,31131.22,16903.68,124.59,24.86,1,0,0,FALSE,FALSE
200,57760,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,24529.64,2.72,365.5,0,0,0,0,1.5,24529.64,365.5,FALSE,FALSE
201,57844,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,14480.31,3.28,1826.2,0,0,0,0,1,2994.04,730.4,FALSE,FALSE
202,57891,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5418.86,2.81,548.5,0,0,0,0,1,2861.89,274.5,FALSE,FALSE
203,57944,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,34203.89,2.55,366.25,0,0,0,0,1,31083.84,274.88,FALSE,FALSE
204,58019,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,56104.71,2.19,60.57,0,0,0,0,1.71,56104.71,60.57,FALSE,FALSE
205,58036,0,43465,43465,19,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,18701.01,3.03,1826.53,0,0,0,0,1.2,9748.77,1461.2,FALSE,FALSE
206,58060,0,43465,43465,1,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,-12,2.57,2.08,15.7,0,0,0,FALSE,FALSE
207,58075,0,43465,43465,12,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,8636.36,2.86,498.36,0,0,0,0,1,0,0,FALSE,FALSE
208,58211,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10275.8,2.85,365,0,0,0,0,1,10275.8,365,FALSE,FALSE
209,58235,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,19300.1,2.88,1415.75,0,0,0,0,1,11871.9,1004.75,FALSE,FALSE
210,58278,0,43465,43465,11,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,20010.34,3.09,1502,0,0,0,0,1,2337.87,324.67,FALSE,FALSE
211,58329,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,17019.22,2.85,750.8,1.99,1927.43,56.76,23.79,3.2,1019.22,348.6,FALSE,FALSE
212,58356,0,43465,43465,20,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,4648.77,2.88,1507,8000,1286.99,42.82,11.31,1.25,4368.77,1278.69,FALSE,FALSE
213,58599,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,49444.81,2.7,366.5,0,0,0,0,1.25,5272.43,183.25,FALSE,FALSE
214,58636,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,45500,3.33,1826,6000,2000.13,51.03,25.79,1,3000,913,FALSE,FALSE
215,58638,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,37626.26,2.85,1035,0,0,0,0,1,12626.26,669.67,FALSE,FALSE
216,58639,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,84821.83,2.63,365.67,0,0,0,0,1,52488.5,244,FALSE,FALSE
217,58640,0,43465,43465,27,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,23898.38,2.21,53.2,25,23.1,1.84,13.92,2.2,23898.38,53.2,FALSE,FALSE
218,58825,0,30052,2742,22,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,30282.84,2.9,1735.19,17600,8587.81,94.01,19.5,1,11285.81,936.06,FALSE,FALSE
219,59376,0,43465,43465,11,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,44486.94,3.04,1583,-70,936.82,35.32,20.12,1.33,33820.27,669.67,FALSE,FALSE
220,59635,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,14008.16,2.2,730,0,0,0,0,1,0,0,FALSE,FALSE
221,59761,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,163.05,2.19,60.57,0,0,0,0,1.71,163.05,60.57,FALSE,FALSE
222,59768,0,43465,43465,1,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE
223,60354,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,26298.53,2.86,1187.5,0,0,0,0,1,0,0,FALSE,FALSE
224,60403,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,38283.54,2.78,1035.33,3.99,52.63,8.12,27.75,1,21616.88,609,FALSE,FALSE
225,60777,0,43465,43465,14,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,16102.46,2.72,598.55,0,0,0,0,1.18,16102.46,598.55,FALSE,FALSE
226,60838,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,4228.8,3.05,1826,0,0,0,0,1,4228.8,1826,FALSE,FALSE
227,60865,0,43465,43465,14,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,17521.03,2.78,366,0,0,0,0,1,0,0,FALSE,FALSE
228,60872,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,35849.65,2.5,1827,0,0,0,0,1,35849.65,1827,FALSE,FALSE
229,60944,0,43465,43465,21,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,9655.46,2.76,983.29,2800,339.62,28.11,18.79,1.06,7208.54,854.35,FALSE,FALSE
230,61182,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5000,3,546,0,0,0,0,1,0,0,FALSE,FALSE
231,61213,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,15301.7,2.8,365.5,0,0,0,0,1,15301.7,365.5,FALSE,FALSE
232,61288,0,43465,43465,6,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,44523.69,3.38,1826.33,0,0,0,0,1,12092.33,1217.5,FALSE,FALSE
233,61374,0,43465,43465,12,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,35396.56,2.7,406.11,20880.63,6421.29,108.36,15.91,1.11,0,0.11,FALSE,FALSE
234,61585,0,43465,43465,11,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,32643.35,2.95,1826.38,0,0,0,0,1,12261.46,913,FALSE,FALSE
235,61702,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,7812.67,3.32,1644.67,0,0,0,0,1.33,5979.34,1340.33,FALSE,FALSE
236,61776,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,20113.33,3.3,1826.67,0,0,0,0,1.33,0,2,FALSE,FALSE
237,61787,0,43465,43465,5,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5036.35,3,1826.5,0,0,0,0,1,0,0,FALSE,FALSE
238,61792,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,5838.14,2.88,365.5,0,0,0,0,1,5838.14,365.5,FALSE,FALSE
239,61877,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,29577.28,2.95,823,0,0,0,0,1,0,0,FALSE,FALSE
240,61927,0,43465,43465,9,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,36808.61,2.89,458.12,0,0,0,0,1.5,14737.71,252.88,FALSE,FALSE
241,62067,0,43465,43465,19,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,11426,2.75,877.33,1400,1905.07,49.32,12.07,1,880.67,268.07,FALSE,FALSE
242,62164,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10000,2.94,1132.4,0,0,0,0,1,0,0,FALSE,FALSE
243,62267,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,8565.3,3.1,731,0,0,0,0,1,8565.3,731,FALSE,FALSE
244,62268,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,12381.69,2.68,670.83,0,0,0,0,1.67,3919.19,548.83,FALSE,FALSE
245,62393,0,43465,43465,10,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,6281.71,3.21,1826.22,0,0,0,0,1,6281.71,1826.22,FALSE,FALSE
246,62449,0,43465,43465,11,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,11639.79,2.97,692,0,0,0,0,1.22,11639.79,692,FALSE,FALSE
247,62450,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,7741.3,3.17,1826.14,0,0,0,0,1,7741.3,1826.14,FALSE,FALSE
248,62456,0,43465,43465,41,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,11199.28,2.7,449.71,-6000,-482.16,30.03,25.92,1.08,4076.04,175.53,FALSE,FALSE
249,62483,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,9460.38,2.92,366.5,0,0,0,0,1,9460.38,366.5,FALSE,FALSE
250,62601,0,25939,2742,17,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,29011.94,3,701.15,39000,18101.07,137.28,18.58,1.15,7312.49,433.85,FALSE,FALSE
251,62681,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,22156.23,3.08,1227.43,0,0,0,0,1.14,857.14,263,FALSE,FALSE
252,62724,0,43465,43465,13,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10044.39,2.78,1028.11,0.16,179.62,22.52,17.6,1,6955.5,703.22,FALSE,FALSE
253,62756,0,43465,43465,9,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,28333.33,2.91,487.33,29.87,1539.79,46.14,27.75,1,0,0,FALSE,FALSE
254,62942,0,43465,43465,12,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,12248.29,2.93,365.67,0,0,0,0,1.33,12248.29,365.67,FALSE,FALSE
255,63035,0,43465,43465,8,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,7174.65,3.1,1534.2,2.26,1023.83,43.04,15.9,1,4974.65,1461.2,FALSE,FALSE
256,63132,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,25309.83,2.92,366.5,0,0,0,0,1,25309.83,366.5,FALSE,FALSE
257,63168,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,3009.26,2.92,366.5,0,0,0,0,1,3009.26,366.5,FALSE,FALSE
258,63363,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10010.44,2.92,366.5,0,0,0,0,1,10010.44,366.5,FALSE,FALSE
259,63503,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,7161.98,3.31,1826.8,0,0,0,0,1,7161.98,1826.8,FALSE,FALSE
260,63507,0,20734,2742,10,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,17233.3,3.17,1826.89,0,0,0,0,1,12233.3,1420.89,FALSE,FALSE
261,63534,0,28516,2742,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,50000,2.85,1827,0,189.61,15.83,21,1,0,0,FALSE,FALSE
262,63782,0,25523,2742,20,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,18010.86,2.79,596.31,31361.38,4264.44,96.61,10.77,1.06,8587.05,355.88,FALSE,FALSE
263,63809,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,9423.11,3.02,1461.67,0,0,0,0,1,2556.59,609,FALSE,FALSE
264,63911,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,85860.06,2.55,1096,0,0,0,0,1,85860.06,1096,FALSE,FALSE
265,63912,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,39154.92,3.07,1119.33,0,0,0,0,1,39154.92,1119.33,FALSE,FALSE
266,63990,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,15440.86,2.88,1700,0,0,0,0,1.67,15440.86,1700,FALSE,FALSE
267,63997,0,24506,2742,22,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,15897.52,2.97,1197.89,68563.34,63811.39,81.85,-1.23,1,7230.85,589.22,FALSE,FALSE
268,64016,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,20372.28,3,1400.67,0,0,0,0,1,17408.68,852.83,FALSE,FALSE
269,64026,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,8537.97,2.62,548,0,0,0,0,1,0,0,FALSE,FALSE
270,64056,0,43465,43465,19,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,22964.66,3.08,1616.88,0,0,0,0,1.12,11652.16,1114.84,FALSE,FALSE
271,64070,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,19676.82,2.77,549,0,0,0,0,1,19676.82,549,FALSE,FALSE
272,64111,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,43350,2.88,1187.5,0.44,1276.76,44.52,25.62,1,0,0,FALSE,FALSE
273,64284,0,43465,43465,10,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,18749.37,3.11,1776.75,0,0,0,0,1.12,9673.62,1320.12,FALSE,FALSE
274,64290,0,43465,43465,30,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,9105.98,2.74,566.4,-6000,1296.13,43.83,27.77,1,4330.95,252.12,FALSE,FALSE
275,64435,0,43465,43465,7,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,10301.25,2.81,730.5,11.45,1396.45,50.02,19.65,1,0,0,FALSE,FALSE
276,64436,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,8500,2.97,731.67,0,0,0,0,1,0,0,FALSE,FALSE
277,64438,0,43465,43465,3,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,41695.79,2.83,1095.5,0,0,0,0,1.5,41695.79,1095.5,FALSE,FALSE
278,64589,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,4841.27,2.8,366,0,0,0,0,1,4841.27,366,FALSE,FALSE
279,64870,0,43465,43465,4,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,16456.42,2.25,1826,0,0,0,0,4,16456.42,1826,FALSE,FALSE
280,65038,0,43465,43465,2,0.031666667,5.333333333,0.023333333,1.666666667,0.02,11,0.02,1,11487.65,2.5,1827,0,0,0,0,1,11487.65,1827,FALSE,FALSE
